indicator,name
DT.DOR.DSTT.CD.OT.AR.US,"Gross Ext. Debt Pos., ST Rem., Other Sectors, ST debt on orig. maturity, Trade credit and advances, USD"
DT.INT.DLTT.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Trade credit and advances, Interest, USD"
DT.INT.DLTT.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Trade credit and advances, Interest, USD"
DT.INTS.DLTT.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Trade credit and advances, Interest, USD"
DT.ODA.ALLD.GD.ZS,Net ODA received (% of GDP)
DT.ODA.DACD.PROD.TRDP.CD,"Gross ODA aid disbursement for trade policy and regulations, DAC donors total (current US$)"
DT.ODA.DACD.ZSG,Net ODA received from DAC donors (% of recipient's GDP)
DT.ODA.MULT.ZSG,Net ODA received from multilateral donors (% of GDP)
DT.ODA.NDAC.ZSG,Net ODA received from non-DAC bilateral donors (% of GDP)
DT.ODA.ODAT.GD.ZS,Net ODA received (% of GDP)
DT.TDS.DECT.GD.ZS,Total debt service (% of GDP)
DT.TDS.DLTT.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Trade credit and advances, Prin. and Int., USD"
DT.TDS.DLTT.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Trade credit and advances, Prin. and Int., USD"
EG.EGY.PRIM.PP.KD,Energy intensity level of primary energy (MJ/$2017 PPP GDP)
EG.GDP.PUSE.KO.87,GDP per unit of energy use (1987 US$ per kg of oil equivalent)
EG.GDP.PUSE.KO.KD,GDP per unit of energy use (2000 US$ per kg of oil equivalent)
EG.GDP.PUSE.KO.PP,GDP per unit of energy use (PPP $ per kg of oil equivalent)
EG.GDP.PUSE.KO.PP.KD,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent)
EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)"
EN.ATM.CO2E.GDP,"CO2 emissions, industrial (kg per 1987 US$ of GDP)"
EN.ATM.CO2E.KD.87.GD,"CO2 emissions, industrial (kg per 1987 US$ of GDP)"
EN.ATM.CO2E.KD.GD,CO2 emissions (kg per 2015 US$ of GDP)
EN.ATM.CO2E.PP.GD,CO2 emissions (kg per PPP $ of GDP)
EN.ATM.CO2E.PP.GD.KD,CO2 emissions (kg per 2021 PPP $ of GDP)
EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP)
EN.GHG.CO2.RT.GDP.PP.KD,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP)
ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)"
EU.EGY.USES.GDP,GDP per unit of energy use (1987 US$ per kg of oil equivalent)
FB.DPT.INSU.PC.ZS,Deposit insurance coverage (% of GDP per capita)
FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP)
FI.RES.TOTL.CD.ZS,Total reserves includes gold (% of GDP)
FM.AST.GOVT.CN.ZS,Claims on governments and other public entities (% of GDP)
FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP)
FM.LBL.BMNY.GD.ZS,Broad money (% of GDP)
FM.LBL.MQMY.GD.ZS,Money and quasi money (M2) as % of GDP
FM.LBL.MQMY.GDP.ZS,Money and quasi money (M2) as % of GDP
FM.LBL.MQMY.XD,Income velocity of money (GDP/M2)
FM.LBL.QMNY.GDP.ZS,Quasi-liquid liabilities (% of GDP)
FM.LBL.SEIG.GDP.ZS,Seignorage (% of GDP)
FN.CRED.TRAD.TOTL,"Total Credit by Sector: Trade (province level, in IDR Million)"
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)"
FP.FPI.TOTL.ZG,"Inflation, food prices (annual %)"
FP.WPI.TOTL.ZG,"Inflation, wholesale prices (annual %)"
FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)"
FS.AST.DOMO.GD.ZS,Claims on other sectors of the domestic economy (% of GDP)
FS.AST.DOMS.GD.ZS,Domestic credit provided by financial sector (% of GDP)
FS.AST.DTOT.ZS,Domestic credit provided by banking sector (% of GDP)
FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP)
FS.AST.PRVT.GDP.ZS,Credit to private sector (% of GDP)
FS.LBL.LIQU.GD.ZS,Liquid liabilities (M3) as % of GDP
FS.LBL.LIQU.GDP.ZS,Liquid liabilities (M3) as % of GDP
FS.LBL.QLIQ.GD.ZS,Quasi-liquid liabilities (% of GDP)
GB.BAL.OVRL.GD.ZS,"Overall budget balance, including grants (% of GDP)"
GB.BAL.OVRL.GDP.ZS,"Overall budget deficit, including grants (% of GDP)"
GB.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)"
GB.DOD.TOTL.GDP.ZS,"Central government debt, total (% of GDP)"
GB.FIN.ABRD.GD.ZS,Financing from abroad (% of GDP)
GB.FIN.ABRD.GDP.ZS,Financing from abroad (% of GDP)
GB.FIN.DOMS.GD.ZS,"Domestic financing, total (% of GDP)"
GB.FIN.DOMS.GDP.ZS,Domestic finanacing (% of GDP)
GB.REV.CTOT.GD.ZS,"Current revenue, excluding grants (% of GDP)"
GB.REV.TOTL.GDP.ZS,Current revenue (% of GDP)
GB.REV.XAGT.CN.ZS,"Central government revenues, excluding all grants (% of GDP)"
GB.RVC.TOTL.GD.ZS,"Current revenue, excluding grants (% of GDP)"
GB.SOE.DECT.ZS,SOE external debt (% of GDP)
GB.SOE.ECON.GD.ZS,"State-owned enterprises, economic activity (% of GDP)"
GB.SOE.ECON.GDP.ZS,SOE economic activity (% of GDP)
GB.SOE.NFLW.GD.ZS,"State-owned enterprises, net financial flows from government (% of GDP)"
GB.SOE.NFLW.GDP.ZS,SOE net financial flows from government (% of GDP)
GB.SOE.OVRL.GD.ZS,"State-owned enterprises, overall balance before transfers (% of GDP)"
GB.TAX.INTT.CN,"Taxes on international trade, GB (current LCU)"
GB.TAX.INTT.RV.ZS,Taxes on international trade (% of current revenue)
GB.TAX.INTT.ZS,Taxes on international trade (% of current revenue)
GB.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
GB.TAX.TOTL.GDP.ZS,Tax revenue (% of GDP)
GB.XPD.DEFN.GDP.ZS,Defense expenditure (% of GDP)
GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP)
GB.XPD.TOTL.GD.ZS,"Expenditure, total (% of GDP)"
GB.XPD.TOTL.GDP.ZS,Total expenditure (% of GDP)
GC.AST.TOTL.GD.ZS,Net acquisition of financial assets (% of GDP)
GC.BAL.CASH.GD.ZS,Cash surplus/deficit (% of GDP)
GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)"
GC.FIN.DOMS.GD.ZS,"Net incurrence of liabilities, domestic (% of GDP)"
GC.FIN.FRGN.GD.ZS,"Net incurrence of liabilities, foreign (% of GDP)"
GC.LBL.TOTL.GD.ZS,"Net incurrence of liabilities, total (% of GDP)"
GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP)
GC.NLD.TOTL.GD.ZS,Net lending (+) / net borrowing (-) (% of GDP)
GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)"
GC.TAX.INTT.CN,Taxes on international trade (current LCU)
GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue)
GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
GC.XPN.TOTL.GD.ZS,Expense (% of GDP)
GFDD.AM.01,Value traded excluding top 10 traded companies to total value traded (%)
GFDD.DI.01,Private credit by deposit money banks to GDP (%)
GFDD.DI.02,Deposit money banks'' assets to GDP (%)
GFDD.DI.03,Nonbank financial institutions assets to GDP (%)
GFDD.DI.05,Liquid liabilities to GDP (%)
GFDD.DI.06,Central bank assets to GDP (%)
GFDD.DI.07,Mutual fund assets to GDP (%)
GFDD.DI.08,Financial system deposits to GDP (%)
GFDD.DI.09,Life insurance premium volume to GDP (%)
GFDD.DI.10,Non-life insurance premium volume to GDP (%)
GFDD.DI.11,Insurance company assets to GDP (%)
GFDD.DI.12,Private credit by deposit money banks and other financial institutions to GDP (%)
GFDD.DI.13,Pension fund assets to GDP (%)
GFDD.DI.14,Domestic credit to private sector (% of GDP)
GFDD.DM.01,Stock market capitalization to GDP (%)
GFDD.DM.02,Stock market total value traded to GDP (%)
GFDD.DM.03,Outstanding domestic private debt securities to GDP (%)
GFDD.DM.04,Outstanding domestic public debt securities to GDP (%)
GFDD.DM.05,Outstanding international private debt securities to GDP (%)
GFDD.DM.06,Outstanding international public debt securities to GDP (%)
GFDD.DM.07,International debt issues to GDP (%)
GFDD.DM.08,Gross portfolio equity liabilities to GDP (%)
GFDD.DM.09,Gross portfolio equity assets to GDP (%)
GFDD.DM.10,Gross portfolio debt liabilities to GDP (%)
GFDD.DM.11,Gross portfolio debt assets to GDP (%)
GFDD.DM.12,Syndicated loan issuance volume to GDP (%)
GFDD.DM.13,Corporate bond issuance volume to GDP (%)
GFDD.DM.16,Credit flows by fintech and bigtech companies to GDP (%)
GFDD.EI.08,Credit to government and state-owned enterprises to GDP (%)
GFDD.OI.02,Bank deposits to GDP (%)
GFDD.OI.08,Loans from nonresident banks (net) to GDP (%)
GFDD.OI.09,Loans from nonresident banks (amounts outstanding) to GDP (%)
GFDD.OI.13,Remittance inflows to GDP (%)
GFDD.OI.14,Consolidated foreign claims of BIS reporting banks to GDP (%)
GFDD.OI.17,Global leasing volume to GDP (%)
GFDD.OI.18,Total factoring volume to GDP (%)
IC.CNS.TRAD.ZS,Customs & trade regulations (% of managers surveyed ranking this as a major constraint)
IC.FRM.CUS.ZS,Firms that trade identifying customs & trade regulations as a major constraint (% of firms)
IC.FRM.OBS.OBST7,Percent of firms choosing customs and trade regulations as their biggest obstacle
IC.FRM.TRD.TR9,Percent of firms identifying customs and trade regulations as a major constraint
IE.ICT.TOTL.GD.ZS,Information and communication technology expenditure (% of GDP)
IP.TMK.AGGD,"Trademark applications, aggregate direct"
IP.TMK.MDRD,"Trademark applications, Madrid"
IP.TMK.NRCT,"Trademark applications, nonresident, by count"
IP.TMK.NRES,"Trademark applications, direct nonresident"
IP.TMK.RESD,"Trademark applications, direct resident"
IP.TMK.RSCT,"Trademark applications, resident, by count"
IP.TMK.TOTL,"Trademark applications, total"
IQ.CPA.TRAD.XQ,CPIA trade rating (1=low to 6=high)
IS.RRS.GOOD.KM.PP.ZS,"Railways, goods transported (ton-km per PPP $ million of GDP)"
IS.RRS.PASG.K2.PP.ZS,"Railways, passenger-km (per PPP $ million of GDP)"
IT.TEL.REVN.GD.ZS,Telecommunications revenue (% GDP)
JI.UEM.1524.FE.ZS,"Youth unemployment rate, aged 15-24, female (% of female youth labor force)"
JI.UEM.1524.HE.ZS,"Youth unemployment rate, aged 15-24, above primary education (% of youth labor force with high education)"
JI.UEM.1524.LE.ZS,"Youth unemployment rate, aged 15-24, primary education and below (% of youth labor force with low education)"
JI.UEM.1524.MA.ZS,"Youth unemployment rate, aged 15-24, male (% of male youth labor force)"
JI.UEM.1524.RU.ZS,"Youth unemployment rate, aged 15-24, rural (% of rural youth labor force)"
JI.UEM.1524.UR.ZS,"Youth unemployment rate, aged 15-24, urban (% of urban youth labor force)"
JI.UEM.1524.ZS,"Youth unemployment rate, aged 15-24, total (% of total youth labor force)"
JI.UEM.1564.FE.ZS,"Unemployment rate, aged 15-64, female (% of female labor force in working age)"
JI.UEM.1564.HE.ZS,"Unemployment rate, aged 15-64, above primary education (% of labor force with high education in working age)"
JI.UEM.1564.LE.ZS,"Unemployment rate, aged 15-64, primary education and below (% of labor force with low education in working age)"
JI.UEM.1564.MA.ZS,"Unemployment rate, aged 15-64, male (% of male labor force in working age)"
JI.UEM.1564.OL.ZS,"Unemployment rate, aged 25-64 (% of labor force aged 25-64)"
JI.UEM.1564.RU.ZS,"Unemployment rate, aged 15-64, rural (% of rural labor force in working age)"
JI.UEM.1564.UR.ZS,"Unemployment rate, aged 15-64, urban (% of urban labor force in working age)"
JI.UEM.1564.YG.ZS,"Unemployment rate, aged 15-24 (% of labor force aged 15-24)"
JI.UEM.1564.ZS,"Unemployment rate, aged 15-64, total (% of total labor force in working age)"
lm_ub.bi_q1,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)
lm_ub.cov_pop,Coverage of unemployment benefits and ALMP (% of population)
lm_ub.gen_pop,Generosity of unemployment benefits and ALMP (% of total welfare of beneficiary households)
LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)"
LP.LPI.INFR.XQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)
MS.MIL.XPND.GD.ZS,Military expenditure (% of GDP)
NA.GDP.ACC.FB.SNA08.CR,"GDP on Accommodation & Food Beverages Activity Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.ACC.FB.SNA08.KR,"GDP on Accommodation & Food Beverages Activity Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.AGR.CR,"GDP on Agriculture Sector (in IDR Million), Current Price"
NA.GDP.AGR.KR,"GDP on Agriculture Sector (in IDR Million), Constant Price"
NA.GDP.AGR.SNA08.CR,"GDP on Agriculture, Forestry & Fisheries Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.AGR.SNA08.KR,"GDP on Agriculture, Forestry & Fisheries Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.BUSS.SNA08.CR,"GDP on Business Services Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.BUSS.SNA08.KR,"GDP on Business Services Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.CNST.CR,"GDP on Construction Sector (in IDR Million), Current Price"
NA.GDP.CNST.KR,"GDP on Construction Sector (in IDR Million), Constant Price"
NA.GDP.CNST.SNA08.CR,"GDP on Construction Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.CNST.SNA08.KR,"GDP on Construction Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.EDUS.SNA08.CR,"GDP on Education Services Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.EDUS.SNA08.KR,"GDP on Education Services Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.ELEC.GAS.SNA08.CR,"GDP on Electricity & Gas Supply Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.ELEC.GAS.SNA08.KR,"GDP on Electricity & Gas Supply Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.EXC.OG.CR,"Total GDP excluding Oil and Gas (in IDR Million), Current Price"
NA.GDP.EXC.OG.KR,"Total GDP excluding Oil and Gas (in IDR Million), Constant Price"
NA.GDP.FINS.CR,"GDP on Financial Service Sector (in IDR Million), Current Price"
NA.GDP.FINS.KR,"GDP on Financial Service Sector (in IDR Million), Constant Price"
NA.GDP.FINS.SNA08.CR,"GDP on Financial & Insurance Activity Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.FINS.SNA08.KR,"GDP on Financial & Insurance Activity Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.HLTH.SOCW.SNA08.CR,"GDP on Human Health & Social Work Activity Sector (in IDR Million), SNA 2008, Current Price"
