indicator,name
NA.GDP.HLTH.SOCW.SNA08.KR,"GDP on Human Health & Social Work Activity Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.INC.OG.CR,"Total GDP including Oil and Gas (in IDR Million), Current Price"
NA.GDP.INC.OG.KR,"Total GDP including Oil and Gas (in IDR Million), Constant Price"
NA.GDP.INC.OG.SNA08.CR,"Total GDP including Oil and Gas (in IDR Million), SNA 2008, Current Price"
NA.GDP.INC.OG.SNA08.KR,"Total GDP including Oil and Gas (in IDR Million), SNA 2008, Constant Price"
NA.GDP.INF.COMM.SNA08.CR,"GDP on Information & Communication Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.INF.COMM.SNA08.KR,"GDP on Information & Communication Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.MINQ.CR,"GDP on Mining and Quarrying Sector (in IDR Million), Current Price"
NA.GDP.MINQ.KR,"GDP on Mining and Quarrying Sector (in IDR Million), Constant Price"
NA.GDP.MINQ.SNA08.CR,"GDP on Mining & Quarrying Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.MINQ.SNA08.KR,"GDP on Mining & Quarrying Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.MNF.CR,"GDP on Manufacturing Sector (in IDR Million), Current Price"
NA.GDP.MNF.KR,"GDP on Manufacturing Sector (in IDR Million), Constant Price"
NA.GDP.MNF.SNA08.CR,"GDP on Manufacturing Industry Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.MNF.SNA08.KR,"GDP on Manufacturing Industry Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.PADM.DEF.SNA08.CR,"GDP on Public Administration, Defense & Compulsory Social Security Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.PADM.DEF.SNA08.KR,"GDP on Public Administration, Defense & Compulsory Social Security Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.REST.SNA08.CR,"GDP on Real Estate Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.REST.SNA08.KR,"GDP on Real Estate Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.SRV.OTHR.CR,"GDP on Other Service Sector (in IDR Million), Current Price"
NA.GDP.SRV.OTHR.KR,"GDP on Other Service Sector (in IDR Million), Constant Price"
NA.GDP.SRV.OTHR.SNA08.CR,"GDP on Other Services Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.SRV.OTHR.SNA08.KR,"GDP on Other Services Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.TRAN.COMM.CR,"GDP on Transportation and Telecommunication Sector (in IDR Million), Current Price"
NA.GDP.TRAN.COMM.KR,"GDP on Transportation and Telecommunication Sector (in IDR Million), Constant Price"
NA.GDP.TRAN.STOR.SNA08.CR,"GDP on Transportation & Storage Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.TRAN.STOR.SNA08.KR,"GDP on Transportation & Storage Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.TRD.HTL.CR,"GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Current Price"
NA.GDP.TRD.HTL.KR,"GDP on Trade, Hotel and Restaurant Sector (in IDR Million), Constant Price"
NA.GDP.TRD.SNA08.CR,"GDP on Wholesales & Retail Trade, Repair of Motor Vehicles & Motorcycles Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.TRD.SNA08.KR,"GDP on Wholesales & Retail Trade, Repair of Motor Vehicles & Motorcycles Sector (in IDR Million), SNA 2008, Constant Price"
NA.GDP.UTL.CR,"GDP on Utilities Sector (in IDR Million), Current Price"
NA.GDP.UTL.KR,"GDP on Utilities Sector (in IDR Million), Constant Price"
NA.GDP.WTR.WST.SNA08.CR,"GDP on Water Supply, Sewerage, Waste & Recycling Management Sector (in IDR Million), SNA 2008, Current Price"
NA.GDP.WTR.WST.SNA08.KR,"GDP on Water Supply, Sewerage, Waste & Recycling Management Sector (in IDR Million), SNA 2008, Constant Price"
NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP)
NE.CON.PETC.ZS,"Household final consumption expenditure, etc. (% of GDP)"
NE.CON.PRVT.ZS,Households and NPISHs final consumption expenditure (% of GDP)
NE.CON.TETC.ZS,"Final consumption expenditure, etc. (% of GDP)"
NE.CON.TOTL.ZG,Total consumption: contribution to growth of GDP (%)
NE.CON.TOTL.ZS,Final consumption expenditure (% of GDP)
NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP)
NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP)
NE.EXP.TTEF.KN,KP Terms of Trade Adjustment (Local)
NE.GDI.CON.GOVT.CR,GDP expenditure on general government consumption (in IDR Million)
NE.GDI.CON.GOVT.SNA08.CR,"GDP expenditure on general government consumption (in IDR Million), SNA 2008, Current Price"
NE.GDI.CON.NPI.CR,GDP expenditure on non profit private institution consumption (in IDR Million)
NE.GDI.CON.NPI.SNA08.CR,"GDP expenditure on non profit private institution consumption (in IDR Million), SNA 2008, Current Price"
NE.GDI.CON.PRVT.CR,GDP expenditure on private consumption (in IDR Million)
NE.GDI.CON.PRVT.SNA08.CR,"GDP expenditure on private consumption (in IDR Million), SNA 2008, Current Price"
NE.GDI.EXPT.CR,GDP expenditure on exports (in IDR Million)
NE.GDI.EXPT.SNA08.CR,"GDP expenditure on exports (in IDR Million), SNA 2008, Current Price"
NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)"
NE.GDI.FPUB.ZS,Gross public investment (% of GDP)
NE.GDI.FTOT.CR,GDP expenditure on gross fixed capital formation (in IDR Million)
NE.GDI.FTOT.SNA08.CR,"GDP expenditure on gross fixed capital formation (in IDR Million), SNA 2008, Current Price"
NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP)
NE.GDI.IMPT.CR,GDP expenditure on imports (in IDR Million)
NE.GDI.IMPT.SNA08.CR,"GDP expenditure on imports (in IDR Million), SNA 2008, Current Price"
NE.GDI.INEX.SNA08.CR,"GDP expenditure on inter-region net exports (in IDR Million), SNA 2008, Current Price"
NE.GDI.STKB.CR,GDP expenditure on changes in stock (in IDR Million)
NE.GDI.STKB.SNA08.CR,"GDP expenditure on changes in stock (in IDR Million), SNA 2008, Current Price"
NE.GDI.TOTL.CR,Total GDP based on expenditure (in IDR Million)
NE.GDI.TOTL.SNA08.CR,"Total GDP based on expenditure (in IDR Million), SNA 2008, Current Price"
NE.GDI.TOTL.ZG,Gross domestic investment: contr. to growth of GDP(%)
NE.GDI.TOTL.ZS,Gross capital formation (% of GDP)
NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP)
NE.MRCH.GDP.ZS,Merchandise trade to GDP ratio (%)
NE.RSB.GNFS.ZG,Resource balance: contribution to growth of GDP (%)
NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP)
NE.TRD.GNFS.CD,Trade of goods and services (current US$)
NE.TRD.GNFS.ZS,Trade (% of GDP)
NE.TRM.TRAD.XN,Terms of trade index (2000=100)
NE.TRM.TRAD.XU,"Terms of trade (goods and services, 2000 = 100)"
NP.AGR.TOTL.ZG,Agriculture: contribution to growth of GDP (%)
NP.IND.TOTL.ZG,Industry: contribution to growth of GDP (%)
NP.SRV.TOTL.ZG,Services: contribution to growth of GDP (%)
NV.AGR.PCAP.KD.ZG,Real agricultural GDP per capita growth rate (%)
NV.AGR.TOTL.ZG,Real agricultural GDP growth rates (%)
NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)"
NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)"
NV.IND.TOTL.ZG,Industry: contribution to growth of GDP (%)
NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)"
NV.SRV.DISC.CD,"Discrepancy in GDP, value added (current US$)"
NV.SRV.DISC.CN,"Discrepancy in GDP, value added (current LCU)"
NV.SRV.DISC.KN,"Discrepancy in GDP, value added (constant LCU)"
NV.SRV.TETC.ZG,Services: contribution to growth of GDP (%)
NV.SRV.TETC.ZS,"Services, etc., value added (% of GDP)"
NV.SRV.TOTL.ZS,"Services, value added (% of GDP)"
NV.SRV.TRAD.CD,"Wholesale and retail trade, value added (current US$)"
NV.SRV.TRAD.CN,"Wholesale and retail trade, value added (current LCU)"
NV.SRV.TRAD.KN,"Wholesale and retail trade, value added (constant LCU)"
NY.AGR.SUBS.GD.ZS,Agricultural support estimate (% of GDP)
NY.GDP.COAL.RT.ZS,Coal rents (% of GDP)
NY.GDP.DEFL.87.ZG,"Inflation, GDP deflator (annual %)"
NY.GDP.DEFL.KD.ZG,"Inflation, GDP deflator (annual %)"
NY.GDP.DEFL.KD.ZG.AD,"Inflation, GDP deflator: linked series (annual %)"
NY.GDP.DEFL.ZS,GDP deflator (base year varies by country)
NY.GDP.DEFL.ZS.87,GDP deflator (1987 = 100)
NY.GDP.DEFL.ZS.AD,GDP deflator: linked series (base year varies by country)
NY.GDP.DISC.CD,Discrepancy in expenditure estimate of GDP (current US$)
NY.GDP.DISC.CN,Discrepancy in expenditure estimate of GDP (current LCU)
NY.GDP.DISC.KN,Discrepancy in expenditure estimate of GDP (constant LCU)
NY.GDP.FCST.KD.87,GDP at factor cost (constant 1987 US$)
NY.GDP.FCST.KN.87,GDP at factor cost (constant 1987 LCU)
NY.GDP.FRST.RT.ZS,Forest rents (% of GDP)
NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP)
NY.GDP.MKTP.CD,GDP (current US$)
NY.GDP.MKTP.CD.XD,"GDP deflator, index (2000=100; US$ series)"
NY.GDP.MKTP.CN,GDP (current LCU)
NY.GDP.MKTP.CN.AD,GDP: linked series (current LCU)
NY.GDP.MKTP.CN.XD,"GDP deflator, period average (LCU index 2000=100)"
NY.GDP.MKTP.IN,GDP Deflator
NY.GDP.MKTP.KD,GDP (constant 2015 US$)
NY.GDP.MKTP.KD.87,GDP at market prices (constant 1987 US$)
NY.GDP.MKTP.KD.ZG,GDP growth (annual %)
NY.GDP.MKTP.KN,GDP (constant LCU)
NY.GDP.MKTP.KN.87,GDP at market prices (constant 1987 LCU)
NY.GDP.MKTP.KN.87.ZG,GDP growth (annual %)
NY.GDP.MKTP.PP.CD,"GDP, PPP (current international $)"
NY.GDP.MKTP.PP.KD,"GDP, PPP (constant 2021 international $)"
NY.GDP.MKTP.PP.KD.87,"GDP, PPP (constant 1987 international $)"
NY.GDP.MKTP.XD,"GDP deflator (1987=100,Index)"
NY.GDP.MKTP.XU.E,"GDP deflator, end period (base year varies by country)"
NY.GDP.NGAS.RT.ZS,Natural gas rents (% of GDP)
NY.GDP.PCAP.CD,GDP per capita (current US$)
NY.GDP.PCAP.CN,GDP per capita (current LCU)
NY.GDP.PCAP.KD,GDP per capita (constant 2015 US$)
NY.GDP.PCAP.KD.ZG,GDP per capita growth (annual %)
NY.GDP.PCAP.KN,GDP per capita (constant LCU)
NY.GDP.PCAP.PP.CD,"GDP per capita, PPP (current international $)"
NY.GDP.PCAP.PP.KD,"GDP per capita, PPP (constant 2021 international $)"
NY.GDP.PCAP.PP.KD.87,"GDP per capita, PPP (constant 1987 international $)"
NY.GDP.PCAP.PP.KD.ZG,"GDP per capita, PPP annual growth (%)"
NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
NY.GDP.TOTL.RT.ZS,Total natural resources rents (% of GDP)
NY.GDS.TOTL.ZS,Gross domestic savings (% of GDP)
NY.GEN.AEDU.GD.ZS,Genuine savings: education expenditure (% of GDP)
NY.GEN.DCO2.GD.ZS,Genuine savings: carbon dioxide damage (% of GDP)
NY.GEN.DFOR.GD.ZS,Genuine savings: net forest depletion (% of GDP)
NY.GEN.DKAP.GD.ZS,Genuine savings: consumption of fixed capital (% of GDP)
NY.GEN.DMIN.GD.ZS,Genuine savings: mineral depletion (% of GDP)
NY.GEN.DNGY.GD.ZS,Genuine savings: energy depletion (% of GDP)
NY.GEN.NDOM.GD.ZS,Genuine savings: net domestic savings (% of GDP)
NY.GEN.SVNG.GD.ZS,Genuine domestic savings (% of GDP)
NY.GNS.ICTR.ZS,Gross savings (% of GDP)
NY.TTF.GNFS.KD.87,Terms of trade adjustment (constant 1987 US$)
NY.TTF.GNFS.KN,Terms of trade adjustment (constant LCU)
NY.TTF.GNFS.KN.87,Terms of trade adjustment (constant 1987 LCU)
NY.TTF.MRCH.KN,Terms of Trade Adjustment (local) (Const. Price)
NYGDPMKTPKDZ,"GDP growth, constant (average 2010-19 prices and exchange rates)"
NYGDPMKTPSACD,"GDP,current US$,millions,seas. adj.,"
NYGDPMKTPSACN,"GDP,current LCU,millions,seas. adj.,"
NYGDPMKTPSAKD,"GDP,constant 2010 US$,millions,seas. adj.,"
NYGDPMKTPSAKN,"GDP,constant 2010 LCU,millions,seas. adj.,"
PA.NUS.PPP,"PPP conversion factor, GDP (LCU per international $)"
PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)"
PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate
PER.ALL.CNTRL.GDP,World Bank: Share of GDP for central government expenditures on education (%)
PER.ALL.CPL.GDP,World Bank: Public capital expenditure on education as % of GDP
PER.ALL.PS.GDP,World Bank: Public education expenditure per student (% of GDP per capita)
PER.ALL.RCT.GDP,World Bank: Public recurrent expenditure on education (% of GDP)
PER.ALL.SAL.GDP,World Bank: Education salary expenditures as a % of GDP
PER.ALL.SUB.GDP,World Bank: Share of GDP for subnational government expenditures on education (%)
PER.ALL.TSAL.GDP,World Bank: Ratio of Teacher Salaries to per capita GDP
PER.ALL.TTL.GDP,World Bank: Total education expenditure as % of GDP
PER.ALL.TTL.GDP.GOV,World Bank: Total public education expenditure as % of GDP
PER.BAS.GDP,World Bank: Share of GDP for education expenditures on basic education (%)
PER.BAS.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), basic"
PER.BAS.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, basic education"
PER.EFF.GDP,World Bank: Share of GDP lost through inefficiencies (%)
PER.EFF.SUB.GDP,World Bank: Share of GDP potentially saved with improved targeting of education subsidies (%)
PER.EFF.TEACH.GDP,World Bank: Share of GDP potentially saved with improved pupil/teacher ratios (%)
PER.JR.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), junior secondary"
PER.JR.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, junior secondary"
PER.OC.FEED.GDP,World Bank: School Feeding Programs (% of GDP)
PER.OC.TRA.GDP,World Bank: Central Government Transfers for education (% of GDP)
PER.PP.GDP,World Bank: Share of GDP for education expenditures on pre-primary education (%)
PER.PP.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), pre-primary"
PER.PRM.GDP,World Bank: Share of GDP for education expenditures on primary education (%)
PER.PRM.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), primary"
PER.PRM.RCT.GDP,World Bank: Primary recurrent expenditures as a share of GDP (%)
PER.PRM.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, primary"
PER.SEC.GDP,World Bank: Share of GDP for education expenditures on secondary education (%)
PER.SEC.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), secondary"
PER.SEC.RCT.GDP,World Bank: Secondary recurrent expenditures as a share of GDP (%)
PER.SEC.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, secondary"
PER.SOR.GOV.GDP,World Bank: Total education expenditure from public sources (% of GDP)
PER.SOR.ITL.GDP,World Bank: Total education expenditures from international sources as a % of GDP
PER.SOR.PVT.GDP,World Bank: Total private expenditure on education (% of GDP)
PER.SOR.PVT.GDP.PP,World Bank: Total private expenditure on pre-primary education (% of GDP)
PER.SOR.PVT.GDP.PRM,World Bank: Total private expenditure on primary education (% of GDP)
PER.SOR.PVT.GDP.SEC,World Bank: Total private expenditure on secondary education (% of GDP)
PER.SOR.PVT.GDP.TER,World Bank: Total private expenditure on tertiary education (% of GDP)
PER.SR.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), senior secondary"
PER.SR.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, senior secondary"
PER.TER.GDP,World Bank: Share of GDP for education expenditures on tertiary education (%)
PER.TER.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), tertiary"
PER.TER.RCT.GDP,World Bank: Tertiary recurrent expenditures as a share of GDP (%)
PER.TER.SAL.GDP,"World Bank: Ratio of Teacher Salaries to per capita GDP, tertiary"
PER.TT.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), teacher training"
PER.VOC.GDP,World Bank: Share of GDP for education expenditures on technical/vocational education (%)
PER.VOC.PS.GDP,"World Bank: Public education expenditure per student (% of GDP per capita), technical/vocational education"
per_lm_alllm.adq_pop_tot,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)
per_lm_alllm.ben_q1_tot,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits)
per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population)
per_lm_alllm.cov_q1_tot,Coverage of unemployment benefits and ALMP in poorest quintile (% of population)
per_lm_alllm.cov_q2_tot,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population)
per_lm_alllm.cov_q3_tot,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)
per_lm_alllm.cov_q4_tot,Coverage of unemployment benefits and ALMP in 4th quintile (% of population)
per_lm_alllm.cov_q5_tot,Coverage of unemployment benefits and ALMP in richest quintile (% of population)
SE.PRM.BFIN.6,(Financing) - Does the country spend 4-5%  of GDP or 15-20% of public expenditures on education spending?
SE.XPD.EDUC.ZS,Public Expenditure on Education  (% GDP)
SE.XPD.PRIM.GDP.ZS,"Public spending on education, primary (% of GDP)"
SE.XPD.PRIM.PC.ZS,"Government expenditure per student, primary (% of GDP per capita)"
SE.XPD.SECO.GDP.ZS,"Public spending on education, secondary (% of GDP)"
SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)"
SE.XPD.TERT.GDP.ZS,"Public spending on education, tertiary (% of GDP)"
SE.XPD.TERT.PC.ZS,"Government expenditure per student, tertiary (% of GDP per capita)"
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)"
SF.TRN.RAIL.KM.ZS,Rail traffic (km per million US$ GDP)
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP)
SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP)
SH.XPD.HLTH.ZS,Public Expenditure on Health (% GDP)
SH.XPD.KHEX.GD.ZS,Capital health expenditure (% of GDP)
SH.XPD.PRIV.ZS,"Health expenditure, private (% of GDP)"
SH.XPD.PUBL.ZS,"Health expenditure, public (% of GDP)"
SH.XPD.TOTL.ZS,"Health expenditure, total (% of GDP)"
SL.EMP.TRAD,"Number of people employed in trade, hotel and restaurant sector"
SL.GDP.PCAP.EM.KD,GDP per person employed (constant 2021 PPP $)
SL.GDP.PCAP.EM.KD.ZG,GDP per person employed (annual % growth)
SL.GDP.PCAP.EM.XD,"GDP per person employed, index (1980 = 100)"
SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"
SL.UEM.1524.FE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
SL.UEM.1524.FM.NE.ZS,Ratio of female to male youth unemployment rate (%) (national estimate)
SL.UEM.1524.FM.ZS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)
SL.UEM.1524.MA.NE.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"
SL.UEM.1524.MA.ZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"
SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
SL.UEM.1524.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"
SL.UEM.ADVN.FE.ZS,"Unemployment with advanced education, female (% of female labor force with advanced education)"
SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)"
SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education)
SL.UEM.BASC.FE.ZS,"Unemployment with basic education, female (% of female labor force with basic education)"
SL.UEM.BASC.MA.ZS,"Unemployment with basic education, male (% of male labor force with basic education)"
SL.UEM.BASC.ZS,Unemployment with basic education (% of total labor force with basic education)
SL.UEM.INTM.FE.ZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)"
SL.UEM.INTM.MA.ZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)"
SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education)
SL.UEM.LTRM.FE.ZS,"Long-term unemployment, female (% of female unemployment)"
SL.UEM.LTRM.MA.ZS,"Long-term unemployment, male (% of male unemployment)"
SL.UEM.LTRM.ZS,Long-term unemployment (% of total unemployment)
SL.UEM.PRIM.FE.ZS,"Unemployment with primary education, female (% of female unemployment)"
SL.UEM.PRIM.MA.ZS,"Unemployment with primary education, male (% of male unemployment)"
SL.UEM.PRIM.ZS,Unemployment with primary education (% of total unemployment)
SL.UEM.SECO.FE.ZS,"Unemployment with secondary education, female (% of female unemployment)"
SL.UEM.SECO.MA.ZS,"Unemployment with secondary education, male (% of male unemployment)"
SL.UEM.SECO.ZS,Unemployment with secondary education (% of total unemployment)
SL.UEM.TERT.FE.ZS,"Unemployment with tertiary education, female (% of female unemployment)"
SL.UEM.TERT.MA.ZS,"Unemployment with tertiary education, male (% of male unemployment)"
SL.UEM.TERT.ZS,Unemployment with tertiary education (% of total unemployment)
SL.UEM.TOTL.FE.NE.ZS,"Unemployment, female (% of female labor force) (national estimate)"
SL.UEM.TOTL.FE.ZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)"
SL.UEM.TOTL.MA.NE.ZS,"Unemployment, male (% of male labor force) (national estimate)"
SL.UEM.TOTL.MA.ZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)"
SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)"
SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
TG.VAL.TOTL.GD.PP.ZS,"Trade (% of GDP, PPP)"
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP)
TG.VAL.TOTL.GG.ZS,Trade in goods (% of goods GDP)
TM.GATS.XD,"General Agreement on Trade in Services (GATS) Commitments Index, all service sectors (0 least liberal to 100 most liberal)"
TN.PRI.MRCH.ID,"Terms of Trade Index (1980=100, US$-based)"
TOT,Terms of Trade
TT.INC.MRCH.XD.UN,Income terms of trade (1987 = 100)
TT.PRI.MRCH.XD,"Terms of Trade Index (1987=100,US$-based)"
TT.PRI.MRCH.XD.UN,Net barter terms of trade (1987 = 100)
TT.PRI.MRCH.XD.WB,Merchandise Terms of Trade (1987 = 100)
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100)
UNEMPSA_,"Unemployment rate,Percent,,,"
